Year,Month,Employment,United States,U.S. Territories,Foreign Countries,Unspecified,Location - All,fracYear
1998,9,AF-DEPARTMENT OF THE AIR FORCE,161144,776,4303,35,166258,1998.75
1998,9,AG-DEPARTMENT OF AGRICULTURE,106848,666,191,NA,107709,1998.75
1998,9,AR-DEPARTMENT OF THE ARMY,216672,1095,13390,150,231307,1998.75
1998,9,CM-DEPARTMENT OF COMMERCE,38581,117,196,39,38933,1998.75
1998,9,DD-DEPARTMENT OF DEFENSE,99436,1490,17835,NA,118765,1998.75
1998,9,DJ-DEPARTMENT OF JUSTICE,122157,378,45,NA,122580,1998.75
1998,9,DL-DEPARTMENT OF LABOR,15899,44,NA,NA,15946,1998.75
1998,9,DN-DEPARTMENT OF ENERGY,16142,NA,NA,NA,16148,1998.75
1998,9,ED-DEPARTMENT OF EDUCATION,4830,NA,NA,NA,4833,1998.75
1998,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,58112,110,29,NA,58261,1998.75
1998,9,HS-DEPARTMENT OF HOMELAND SECURITY,NA,NA,NA,NA,NA,1998.75
1998,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9904,80,NA,NA,9984,1998.75
1998,9,IN-DEPARTMENT OF THE INTERIOR,72685,327,16,NA,73038,1998.75
1998,9,NV-DEPARTMENT OF THE NAVY,187642,2500,3903,37,194082,1998.75
1998,9,ST-DEPARTMENT OF STATE,9286,16,6282,53,15637,1998.75
1998,9,TD-DEPARTMENT OF TRANSPORTATION,64377,396,82,NA,64858,1998.75
1998,9,TR-DEPARTMENT OF THE TREASURY,141215,295,112,344,141966,1998.75
1998,9,VA-DEPARTMENT OF VETERANS AFFAIRS,238009,2828,NA,NA,240846,1998.75
1998,9,Cabinet Level Agencies,1562939,11121,46398,693,1621151,1998.75
1999,9,AF-DEPARTMENT OF THE AIR FORCE,155595,768,3943,28,160334,1999.75
1999,9,AG-DEPARTMENT OF AGRICULTURE,106071,658,189,NA,106929,1999.75
1999,9,AR-DEPARTMENT OF THE ARMY,209769,1354,13141,115,224379,1999.75
1999,9,CM-DEPARTMENT OF COMMERCE,43305,184,206,12,43707,1999.75
1999,9,DD-DEPARTMENT OF DEFENSE,95920,1784,15066,57,112827,1999.75
1999,9,DJ-DEPARTMENT OF JUSTICE,124486,377,47,NA,124910,1999.75
1999,9,DL-DEPARTMENT OF LABOR,15865,42,NA,NA,15908,1999.75
1999,9,DN-DEPARTMENT OF ENERGY,15856,NA,NA,NA,15859,1999.75
1999,9,ED-DEPARTMENT OF EDUCATION,4912,NA,NA,NA,4915,1999.75
1999,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,60255,114,39,12,60420,1999.75
1999,9,HS-DEPARTMENT OF HOMELAND SECURITY,NA,NA,NA,NA,NA,1999.75
1999,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,10167,85,NA,NA,10252,1999.75
1999,9,IN-DEPARTMENT OF THE INTERIOR,72481,325,12,12,72830,1999.75
1999,9,NV-DEPARTMENT OF THE NAVY,180998,2245,3573,32,186848,1999.75
1999,9,ST-DEPARTMENT OF STATE,9899,13,7170,46,17128,1999.75
1999,9,TD-DEPARTMENT OF TRANSPORTATION,63656,386,87,NA,64135,1999.75
1999,9,TR-DEPARTMENT OF THE TREASURY,143706,293,103,380,144482,1999.75
1999,9,VA-DEPARTMENT OF VETERANS AFFAIRS,216277,2866,NA,NA,219153,1999.75
1999,9,Cabinet Level Agencies,1529218,11497,43589,712,1585016,1999.75
2000,9,AF-DEPARTMENT OF THE AIR FORCE,149582,675,3758,30,154045,2000.75
2000,9,AG-DEPARTMENT OF AGRICULTURE,105838,644,189,44,106715,2000.75
2000,9,AR-DEPARTMENT OF THE ARMY,208121,1509,12955,296,222881,2000.75
2000,9,CM-DEPARTMENT OF COMMERCE,42796,142,207,14,43159,2000.75
2000,9,DD-DEPARTMENT OF DEFENSE,93204,1817,18085,138,113244,2000.75
2000,9,DJ-DEPARTMENT OF JUSTICE,124946,374,44,NA,125364,2000.75
2000,9,DL-DEPARTMENT OF LABOR,16045,40,NA,NA,16085,2000.75
2000,9,DN-DEPARTMENT OF ENERGY,15780,NA,NA,NA,15787,2000.75
2000,9,ED-DEPARTMENT OF EDUCATION,4927,NA,NA,NA,4930,2000.75
2000,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,62824,109,54,109,63096,2000.75
2000,9,HS-DEPARTMENT OF HOMELAND SECURITY,NA,NA,NA,NA,NA,2000.75
2000,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,10202,83,NA,NA,10285,2000.75
2000,9,IN-DEPARTMENT OF THE INTERIOR,74396,350,14,NA,74765,2000.75
2000,9,NV-DEPARTMENT OF THE NAVY,176948,1246,3679,34,181907,2000.75
2000,9,ST-DEPARTMENT OF STATE,11075,12,8268,140,19495,2000.75
2000,9,TD-DEPARTMENT OF TRANSPORTATION,63148,366,78,NA,63598,2000.75
2000,9,TR-DEPARTMENT OF THE TREASURY,143764,439,88,409,144700,2000.75
2000,9,VA-DEPARTMENT OF VETERANS AFFAIRS,216462,2943,NA,NA,219415,2000.75
2000,9,Cabinet Level Agencies,1520058,10752,47435,1226,1579471,2000.75
2001,9,AF-DEPARTMENT OF THE AIR FORCE,149996,721,3702,25,154444,2001.75
2001,9,AG-DEPARTMENT OF AGRICULTURE,109848,663,201,38,110750,2001.75
2001,9,AR-DEPARTMENT OF THE ARMY,207057,1495,12927,185,221664,2001.75
2001,9,CM-DEPARTMENT OF COMMERCE,39782,78,194,16,40070,2001.75
2001,9,DD-DEPARTMENT OF DEFENSE,88822,1598,14345,NA,104771,2001.75
2001,9,DJ-DEPARTMENT OF JUSTICE,126782,360,42,NA,127187,2001.75
2001,9,DL-DEPARTMENT OF LABOR,16321,47,NA,NA,16368,2001.75
2001,9,DN-DEPARTMENT OF ENERGY,16057,NA,NA,NA,16067,2001.75
2001,9,ED-DEPARTMENT OF EDUCATION,4842,NA,NA,NA,4847,2001.75
2001,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,65045,104,70,128,65347,2001.75
2001,9,HS-DEPARTMENT OF HOMELAND SECURITY,NA,NA,NA,NA,NA,2001.75
2001,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,10060,86,NA,NA,10146,2001.75
2001,9,IN-DEPARTMENT OF THE INTERIOR,76547,360,16,NA,76927,2001.75
2001,9,NV-DEPARTMENT OF THE NAVY,175269,1164,3725,NA,180158,2001.75
2001,9,ST-DEPARTMENT OF STATE,11333,NA,8666,18,20027,2001.75
2001,9,TD-DEPARTMENT OF TRANSPORTATION,65111,379,76,NA,65570,2001.75
2001,9,TR-DEPARTMENT OF THE TREASURY,147800,561,90,465,148916,2001.75
2001,9,VA-DEPARTMENT OF VETERANS AFFAIRS,221820,3055,17,NA,224893,2001.75
2001,9,Cabinet Level Agencies,1532492,10686,44081,893,1588152,2001.75
2002,9,AF-DEPARTMENT OF THE AIR FORCE,147858,704,3421,NA,151983,2002.75
2002,9,AG-DEPARTMENT OF AGRICULTURE,113628,705,196,38,114567,2002.75
2002,9,AR-DEPARTMENT OF THE ARMY,210647,1470,13105,20,225242,2002.75
2002,9,CM-DEPARTMENT OF COMMERCE,38068,78,201,12,38359,2002.75
2002,9,DD-DEPARTMENT OF DEFENSE,85380,1581,14163,NA,101126,2002.75
2002,9,DJ-DEPARTMENT OF JUSTICE,129898,365,50,NA,130315,2002.75
2002,9,DL-DEPARTMENT OF LABOR,16266,40,NA,NA,16306,2002.75
2002,9,DN-DEPARTMENT OF ENERGY,16113,NA,NA,NA,16121,2002.75
2002,9,ED-DEPARTMENT OF EDUCATION,4769,NA,NA,NA,4774,2002.75
2002,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,70670,117,80,56,70923,2002.75
2002,9,HS-DEPARTMENT OF HOMELAND SECURITY,NA,NA,NA,NA,NA,2002.75
2002,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,10305,92,NA,NA,10397,2002.75
2002,9,IN-DEPARTMENT OF THE INTERIOR,78082,336,13,NA,78438,2002.75
2002,9,NV-DEPARTMENT OF THE NAVY,176979,1099,3823,NA,181902,2002.75
2002,9,ST-DEPARTMENT OF STATE,12297,NA,9378,NA,21681,2002.75
2002,9,TD-DEPARTMENT OF TRANSPORTATION,101950,790,74,NA,102819,2002.75
2002,9,TR-DEPARTMENT OF THE TREASURY,146538,551,81,328,147498,2002.75
2002,9,VA-DEPARTMENT OF VETERANS AFFAIRS,219874,2959,20,NA,222855,2002.75
2002,9,Cabinet Level Agencies,1579322,10897,44613,474,1635306,2002.75
2003,9,AF-DEPARTMENT OF THE AIR FORCE,145604,636,3432,NA,149678,2003.75
2003,9,AG-DEPARTMENT OF AGRICULTURE,112259,675,182,39,113155,2003.75
2003,9,AR-DEPARTMENT OF THE ARMY,208464,1293,12935,23,222715,2003.75
2003,9,CM-DEPARTMENT OF COMMERCE,37437,76,201,NA,37723,2003.75
2003,9,DD-DEPARTMENT OF DEFENSE,84178,1579,14608,NA,100375,2003.75
2003,9,DJ-DEPARTMENT OF JUSTICE,101167,315,41,NA,101523,2003.75
2003,9,DL-DEPARTMENT OF LABOR,16219,35,NA,NA,16254,2003.75
2003,9,DN-DEPARTMENT OF ENERGY,15580,NA,NA,NA,15590,2003.75
2003,9,ED-DEPARTMENT OF EDUCATION,4673,NA,NA,NA,4679,2003.75
2003,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,64257,122,98,23,64500,2003.75
2003,9,HS-DEPARTMENT OF HOMELAND SECURITY,154605,1834,58,114,156611,2003.75
2003,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,10450,84,NA,NA,10534,2003.75
2003,9,IN-DEPARTMENT OF THE INTERIOR,77957,345,NA,NA,78315,2003.75
2003,9,NV-DEPARTMENT OF THE NAVY,176572,956,3987,NA,181519,2003.75
2003,9,ST-DEPARTMENT OF STATE,12723,NA,10125,NA,22856,2003.75
2003,9,TD-DEPARTMENT OF TRANSPORTATION,58261,300,65,42,58668,2003.75
2003,9,TR-DEPARTMENT OF THE TREASURY,109732,398,46,190,110366,2003.75
2003,9,VA-DEPARTMENT OF VETERANS AFFAIRS,227092,3113,22,NA,230238,2003.75
2003,9,Cabinet Level Agencies,1617230,11772,45822,475,1675299,2003.75
2004,9,AF-DEPARTMENT OF THE AIR FORCE,146101,668,3261,NA,150032,2004.75
2004,9,AG-DEPARTMENT OF AGRICULTURE,111095,751,186,52,112084,2004.75
2004,9,AR-DEPARTMENT OF THE ARMY,212166,1238,13144,20,226568,2004.75
2004,9,CM-DEPARTMENT OF COMMERCE,37572,72,211,12,37867,2004.75
2004,9,DD-DEPARTMENT OF DEFENSE,83208,1396,13618,38,98260,2004.75
2004,9,DJ-DEPARTMENT OF JUSTICE,102373,485,48,NA,102906,2004.75
2004,9,DL-DEPARTMENT OF LABOR,15775,39,NA,NA,15814,2004.75
2004,9,DN-DEPARTMENT OF ENERGY,15013,NA,NA,NA,15023,2004.75
2004,9,ED-DEPARTMENT OF EDUCATION,4575,NA,NA,NA,4584,2004.75
2004,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,63332,134,110,NA,63581,2004.75
2004,9,HS-DEPARTMENT OF HOMELAND SECURITY,159022,2928,835,159,162944,2004.75
2004,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,10136,82,NA,NA,10218,2004.75
2004,9,IN-DEPARTMENT OF THE INTERIOR,77260,329,NA,NA,77600,2004.75
2004,9,NV-DEPARTMENT OF THE NAVY,172932,760,3844,NA,177538,2004.75
2004,9,ST-DEPARTMENT OF STATE,13117,NA,10918,NA,24040,2004.75
2004,9,TD-DEPARTMENT OF TRANSPORTATION,56834,286,62,17,57199,2004.75
2004,9,TR-DEPARTMENT OF THE TREASURY,109781,528,50,253,110612,2004.75
2004,9,VA-DEPARTMENT OF VETERANS AFFAIRS,232762,3462,18,16,236258,2004.75
2004,9,Cabinet Level Agencies,1623054,13170,46326,578,1683128,2004.75
2005,9,AF-DEPARTMENT OF THE AIR FORCE,153163,644,3241,NA,157050,2005.75
2005,9,AG-DEPARTMENT OF AGRICULTURE,108347,747,193,57,109344,2005.75
2005,9,AR-DEPARTMENT OF THE ARMY,221647,1227,12949,25,235848,2005.75
2005,9,CM-DEPARTMENT OF COMMERCE,39739,130,208,16,40093,2005.75
2005,9,DD-DEPARTMENT OF DEFENSE,81744,1386,13553,NA,96685,2005.75
2005,9,DJ-DEPARTMENT OF JUSTICE,103575,468,55,NA,104098,2005.75
2005,9,DL-DEPARTMENT OF LABOR,15341,39,NA,NA,15380,2005.75
2005,9,DN-DEPARTMENT OF ENERGY,14961,NA,12,NA,14973,2005.75
2005,9,ED-DEPARTMENT OF EDUCATION,4439,NA,NA,NA,4445,2005.75
2005,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,63913,129,114,88,64244,2005.75
2005,9,HS-DEPARTMENT OF HOMELAND SECURITY,157892,3186,872,182,162132,2005.75
2005,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9844,77,NA,NA,9921,2005.75
2005,9,IN-DEPARTMENT OF THE INTERIOR,76328,337,NA,NA,76676,2005.75
2005,9,NV-DEPARTMENT OF THE NAVY,170294,754,3680,NA,174728,2005.75
2005,9,ST-DEPARTMENT OF STATE,13319,NA,11176,NA,24498,2005.75
2005,9,TD-DEPARTMENT OF TRANSPORTATION,53529,274,60,15,53878,2005.75
2005,9,TR-DEPARTMENT OF THE TREASURY,106909,544,50,250,107753,2005.75
2005,9,VA-DEPARTMENT OF VETERANS AFFAIRS,231511,3383,13,135,235042,2005.75
2005,9,Cabinet Level Agencies,1626495,13332,46187,774,1686788,2005.75
2006,9,AF-DEPARTMENT OF THE AIR FORCE,154977,664,3280,NA,158927,2006.75
2006,9,AG-DEPARTMENT OF AGRICULTURE,104503,738,190,57,105488,2006.75
2006,9,AR-DEPARTMENT OF THE ARMY,225856,1163,11956,27,239002,2006.75
2006,9,CM-DEPARTMENT OF COMMERCE,40189,128,205,22,40544,2006.75
2006,9,DD-DEPARTMENT OF DEFENSE,81599,1325,13652,NA,96577,2006.75
2006,9,DJ-DEPARTMENT OF JUSTICE,105277,473,75,NA,105827,2006.75
2006,9,DL-DEPARTMENT OF LABOR,15301,38,NA,NA,15339,2006.75
2006,9,DN-DEPARTMENT OF ENERGY,14936,NA,14,NA,14950,2006.75
2006,9,ED-DEPARTMENT OF EDUCATION,4335,NA,NA,NA,4344,2006.75
2006,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,63255,125,123,NA,63506,2006.75
2006,9,HS-DEPARTMENT OF HOMELAND SECURITY,164300,3167,884,284,168635,2006.75
2006,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9752,73,NA,NA,9825,2006.75
2006,9,IN-DEPARTMENT OF THE INTERIOR,72792,321,NA,NA,73126,2006.75
2006,9,NV-DEPARTMENT OF THE NAVY,169126,746,3659,413,173944,2006.75
2006,9,ST-DEPARTMENT OF STATE,10165,NA,42,NA,10208,2006.75
2006,9,TD-DEPARTMENT OF TRANSPORTATION,53524,261,58,18,53861,2006.75
2006,9,TR-DEPARTMENT OF THE TREASURY,105689,606,52,276,106623,2006.75
2006,9,VA-DEPARTMENT OF VETERANS AFFAIRS,236194,3337,14,144,239689,2006.75
2006,9,Cabinet Level Agencies,1631770,13174,34214,1257,1680415,2006.75
2007,9,AF-DEPARTMENT OF THE AIR FORCE,151352,704,3001,171,155228,2007.75
2007,9,AG-DEPARTMENT OF AGRICULTURE,103158,720,194,54,104126,2007.75
2007,9,AR-DEPARTMENT OF THE ARMY,228429,1175,10957,42,240603,2007.75
2007,9,CM-DEPARTMENT OF COMMERCE,40862,130,200,26,41218,2007.75
2007,9,DD-DEPARTMENT OF DEFENSE,81597,1318,12820,NA,95736,2007.75
2007,9,DJ-DEPARTMENT OF JUSTICE,105842,482,83,NA,106411,2007.75
2007,9,DL-DEPARTMENT OF LABOR,15382,35,NA,NA,15417,2007.75
2007,9,DN-DEPARTMENT OF ENERGY,14932,NA,13,NA,14945,2007.75
2007,9,ED-DEPARTMENT OF EDUCATION,4336,NA,NA,NA,4346,2007.75
2007,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,73371,135,121,NA,73632,2007.75
2007,9,HS-DEPARTMENT OF HOMELAND SECURITY,160822,2800,884,107,164613,2007.75
2007,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9513,76,NA,NA,9589,2007.75
2007,9,IN-DEPARTMENT OF THE INTERIOR,72139,317,NA,NA,72465,2007.75
2007,9,NV-DEPARTMENT OF THE NAVY,168769,803,3640,NA,173212,2007.75
2007,9,ST-DEPARTMENT OF STATE,10685,NA,44,NA,10731,2007.75
2007,9,TD-DEPARTMENT OF TRANSPORTATION,53786,254,62,17,54119,2007.75
2007,9,TR-DEPARTMENT OF THE TREASURY,101853,611,50,273,102787,2007.75
2007,9,VA-DEPARTMENT OF VETERANS AFFAIRS,250534,3475,19,NA,254033,2007.75
2007,9,Cabinet Level Agencies,1647362,13045,32098,706,1693211,2007.75
2008,9,AF-DEPARTMENT OF THE AIR FORCE,150002,664,2930,183,153779,2008.75
2008,9,AG-DEPARTMENT OF AGRICULTURE,103884,710,187,56,104837,2008.75
2008,9,AR-DEPARTMENT OF THE ARMY,242890,1255,11986,60,256191,2008.75
2008,9,CM-DEPARTMENT OF COMMERCE,42298,130,209,24,42661,2008.75
2008,9,DD-DEPARTMENT OF DEFENSE,83923,1309,12341,NA,97574,2008.75
2008,9,DJ-DEPARTMENT OF JUSTICE,107745,500,92,NA,108340,2008.75
2008,9,DL-DEPARTMENT OF LABOR,15337,36,NA,NA,15373,2008.75
2008,9,DN-DEPARTMENT OF ENERGY,15432,NA,16,NA,15448,2008.75
2008,9,ED-DEPARTMENT OF EDUCATION,4325,NA,NA,NA,4335,2008.75
2008,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,75355,139,155,NA,75655,2008.75
2008,9,HS-DEPARTMENT OF HOMELAND SECURITY,172562,3002,948,115,176627,2008.75
2008,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9709,72,NA,NA,9781,2008.75
2008,9,IN-DEPARTMENT OF THE INTERIOR,73519,362,NA,NA,73891,2008.75
2008,9,NV-DEPARTMENT OF THE NAVY,175251,831,3935,NA,180017,2008.75
2008,9,ST-DEPARTMENT OF STATE,11351,NA,34,NA,11386,2008.75
2008,9,TD-DEPARTMENT OF TRANSPORTATION,55047,261,62,18,55388,2008.75
2008,9,TR-DEPARTMENT OF THE TREASURY,104529,664,55,293,105541,2008.75
2008,9,VA-DEPARTMENT OF VETERANS AFFAIRS,275174,3706,18,28,278926,2008.75
2008,9,Cabinet Level Agencies,1718333,13650,32976,791,1765750,2008.75
2009,9,AF-DEPARTMENT OF THE AIR FORCE,156802,664,2979,199,160644,2009.75
2009,9,AG-DEPARTMENT OF AGRICULTURE,105358,685,185,70,106298,2009.75
2009,9,AR-DEPARTMENT OF THE ARMY,261952,1224,12201,76,275453,2009.75
2009,9,CM-DEPARTMENT OF COMMERCE,48979,201,209,25,49414,2009.75
2009,9,DD-DEPARTMENT OF DEFENSE,88781,1291,12267,NA,102340,2009.75
2009,9,DJ-DEPARTMENT OF JUSTICE,111864,526,87,NA,112482,2009.75
2009,9,DL-DEPARTMENT OF LABOR,15942,39,NA,NA,15981,2009.75
2009,9,DN-DEPARTMENT OF ENERGY,15805,NA,21,NA,15826,2009.75
2009,9,ED-DEPARTMENT OF EDUCATION,4212,NA,NA,NA,4218,2009.75
2009,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,79049,179,191,NA,79427,2009.75
2009,9,HS-DEPARTMENT OF HOMELAND SECURITY,182032,2876,983,175,186066,2009.75
2009,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9482,80,NA,NA,9563,2009.75
2009,9,IN-DEPARTMENT OF THE INTERIOR,76278,360,NA,NA,76647,2009.75
2009,9,NV-DEPARTMENT OF THE NAVY,184097,990,3926,NA,189013,2009.75
2009,9,ST-DEPARTMENT OF STATE,11435,NA,30,NA,11469,2009.75
2009,9,TD-DEPARTMENT OF TRANSPORTATION,57240,259,64,24,57587,2009.75
2009,9,TR-DEPARTMENT OF THE TREASURY,107929,607,63,296,108895,2009.75
2009,9,VA-DEPARTMENT OF VETERANS AFFAIRS,293353,3814,20,47,297234,2009.75
2009,9,Cabinet Level Agencies,1810590,13804,33232,931,1858557,2009.75
2009,12,AF-DEPARTMENT OF THE AIR FORCE,159568,382,3089,203,163242,2010
2009,12,AG-DEPARTMENT OF AGRICULTURE,95404,693,179,64,96340,2010
2009,12,AR-DEPARTMENT OF THE ARMY,268182,1255,12389,76,281902,2010
2009,12,CM-DEPARTMENT OF COMMERCE,50399,220,202,25,50846,2010
2009,12,DD-DEPARTMENT OF DEFENSE,90105,1326,12799,NA,104231,2010
2009,12,DJ-DEPARTMENT OF JUSTICE,113081,526,83,NA,113694,2010
2009,12,DL-DEPARTMENT OF LABOR,16207,39,NA,NA,16246,2010
2009,12,DN-DEPARTMENT OF ENERGY,16431,NA,22,NA,16453,2010
2009,12,ED-DEPARTMENT OF EDUCATION,4267,NA,NA,NA,4273,2010
2009,12,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,79800,185,207,NA,80199,2010
2009,12,HS-DEPARTMENT OF HOMELAND SECURITY,182122,2865,978,171,186136,2010
2009,12,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9604,80,NA,NA,9685,2010
2009,12,IN-DEPARTMENT OF THE INTERIOR,71149,354,NA,NA,71510,2010
2009,12,NV-DEPARTMENT OF THE NAVY,185499,1280,3975,NA,190754,2010
2009,12,ST-DEPARTMENT OF STATE,11589,NA,30,NA,11622,2010
2009,12,TD-DEPARTMENT OF TRANSPORTATION,57463,263,65,25,57816,2010
2009,12,TR-DEPARTMENT OF THE TREASURY,108095,697,61,292,109145,2010
2009,12,VA-DEPARTMENT OF VETERANS AFFAIRS,296103,3829,19,51,300002,2010
2009,12,Cabinet Level Agencies,1815068,14002,34103,923,1864096,2010
2010,3,AF-DEPARTMENT OF THE AIR FORCE,161303,380,3162,210,165055,2010.25
2010,3,AG-DEPARTMENT OF AGRICULTURE,95816,689,178,65,96748,2010.25
2010,3,AR-DEPARTMENT OF THE ARMY,267420,1262,12580,78,281340,2010.25
2010,3,CM-DEPARTMENT OF COMMERCE,51902,218,198,24,52342,2010.25
2010,3,DD-DEPARTMENT OF DEFENSE,91218,1362,12871,NA,105452,2010.25
2010,3,DJ-DEPARTMENT OF JUSTICE,113673,517,88,NA,114282,2010.25
2010,3,DL-DEPARTMENT OF LABOR,16185,40,NA,NA,16225,2010.25
2010,3,DN-DEPARTMENT OF ENERGY,16366,NA,23,NA,16389,2010.25
2010,3,ED-DEPARTMENT OF EDUCATION,4236,NA,NA,NA,4242,2010.25
2010,3,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,80215,197,213,NA,80631,2010.25
2010,3,HS-DEPARTMENT OF HOMELAND SECURITY,181223,2886,985,201,185295,2010.25
2010,3,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9477,78,NA,NA,9557,2010.25
2010,3,IN-DEPARTMENT OF THE INTERIOR,71189,348,NA,NA,71544,2010.25
2010,3,NV-DEPARTMENT OF THE NAVY,186252,1293,3996,NA,191541,2010.25
2010,3,ST-DEPARTMENT OF STATE,11592,NA,29,NA,11625,2010.25
2010,3,TD-DEPARTMENT OF TRANSPORTATION,57085,258,70,25,57438,2010.25
2010,3,TR-DEPARTMENT OF THE TREASURY,122164,682,62,286,123194,2010.25
2010,3,VA-DEPARTMENT OF VETERANS AFFAIRS,297863,3817,21,58,301759,2010.25
2010,3,Cabinet Level Agencies,1835179,14036,34481,963,1884659,2010.25
2010,6,AF-DEPARTMENT OF THE AIR FORCE,166382,364,3578,210,170534,2010.5
2010,6,AG-DEPARTMENT OF AGRICULTURE,111015,729,176,67,111987,2010.5
2010,6,AR-DEPARTMENT OF THE ARMY,273592,1226,13426,89,288333,2010.5
2010,6,CM-DEPARTMENT OF COMMERCE,51629,211,197,26,52063,2010.5
2010,6,DD-DEPARTMENT OF DEFENSE,92928,1335,6387,NA,100651,2010.5
2010,6,DJ-DEPARTMENT OF JUSTICE,114693,515,87,NA,115299,2010.5
2010,6,DL-DEPARTMENT OF LABOR,16443,40,NA,NA,16483,2010.5
2010,6,DN-DEPARTMENT OF ENERGY,16626,NA,24,NA,16650,2010.5
2010,6,ED-DEPARTMENT OF EDUCATION,4337,NA,NA,NA,4343,2010.5
2010,6,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,81702,201,219,NA,82129,2010.5
2010,6,HS-DEPARTMENT OF HOMELAND SECURITY,182728,2887,987,195,186797,2010.5
2010,6,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9665,76,NA,NA,9742,2010.5
2010,6,IN-DEPARTMENT OF THE INTERIOR,81425,364,NA,NA,81796,2010.5
2010,6,NV-DEPARTMENT OF THE NAVY,189889,1333,4223,NA,195445,2010.5
2010,6,ST-DEPARTMENT OF STATE,11943,NA,27,NA,11974,2010.5
2010,6,TD-DEPARTMENT OF TRANSPORTATION,57468,262,65,24,57819,2010.5
2010,6,TR-DEPARTMENT OF THE TREASURY,115346,673,66,290,116375,2010.5
2010,6,VA-DEPARTMENT OF VETERANS AFFAIRS,300666,3813,19,61,304559,2010.5
2010,6,Cabinet Level Agencies,1878477,14038,29486,978,1922979,2010.5
2010,9,AF-DEPARTMENT OF THE AIR FORCE,166995,363,3283,211,170852,2010.75
2010,9,AG-DEPARTMENT OF AGRICULTURE,107306,736,181,68,108291,2010.75
2010,9,AR-DEPARTMENT OF THE ARMY,274268,1306,12447,77,288098,2010.75
2010,9,CM-DEPARTMENT OF COMMERCE,48742,184,207,29,49162,2010.75
2010,9,DD-DEPARTMENT OF DEFENSE,93893,1322,12600,NA,107816,2010.75
2010,9,DJ-DEPARTMENT OF JUSTICE,116279,530,90,NA,116901,2010.75
2010,9,DL-DEPARTMENT OF LABOR,16596,43,NA,NA,16640,2010.75
2010,9,DN-DEPARTMENT OF ENERGY,16603,NA,22,NA,16625,2010.75
2010,9,ED-DEPARTMENT OF EDUCATION,4529,NA,NA,NA,4536,2010.75
2010,9,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,82767,200,228,NA,83202,2010.75
2010,9,HS-DEPARTMENT OF HOMELAND SECURITY,184901,2916,971,195,188983,2010.75
2010,9,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,9962,76,NA,NA,10041,2010.75
2010,9,IN-DEPARTMENT OF THE INTERIOR,78679,361,NA,NA,79048,2010.75
2010,9,NV-DEPARTMENT OF THE NAVY,192022,1411,4100,NA,197533,2010.75
2010,9,ST-DEPARTMENT OF STATE,11858,NA,28,NA,11890,2010.75
2010,9,TD-DEPARTMENT OF TRANSPORTATION,57596,264,61,26,57947,2010.75
2010,9,TR-DEPARTMENT OF THE TREASURY,108969,575,68,288,109900,2010.75
2010,9,VA-DEPARTMENT OF VETERANS AFFAIRS,304868,3857,18,71,308814,2010.75
2010,9,Cabinet Level Agencies,1876833,14154,34310,982,1926279,2010.75
2010,12,AF-DEPARTMENT OF THE AIR FORCE,170328,361,3386,215,174290,2011
2010,12,AG-DEPARTMENT OF AGRICULTURE,97221,758,186,70,98235,2011
2010,12,AR-DEPARTMENT OF THE ARMY,275136,1338,12610,69,289153,2011
2010,12,CM-DEPARTMENT OF COMMERCE,44957,153,204,34,45348,2011
